fact_id,tool_id,tool_name,vendor,field,value,status,quote,source_url,archive_url,fetched_at,page_dated,pages_checked,note
casemine-amicus.pricing.seat_minimum,casemine-amicus,CaseMine AMICUS AI,Gauge Data Solutions Pvt. Ltd. (CaseMine),pricing.seat_minimum,,not-found,,https://www.casemine.com/pricing,,2026-09-06,,"[""https://www.casemine.com/pricing"", ""https://www.casemine.com/terms-and-conditions"", ""https://www.casemine.com/privacy-policy"", ""https://www.casemine.com/privacy"", ""https://www.casemine.com/terms"", ""https://www.casemine.com/about-us"", ""https://www.casemine.com/ai"", ""https://www.casemine.com/amicus"", ""https://www.casemine.com/security"", ""https://www.casemine.com/trust"", ""https://www.casemine.com/dpa"", ""https://www.casemine.com/subprocessors""]",Not found on checked public vendor pages.
casemine-amicus.security.data_residency,casemine-amicus,CaseMine AMICUS AI,Gauge Data Solutions Pvt. Ltd. (CaseMine),security.data_residency,,not-found,,https://www.casemine.com/security,,2026-09-06,,"[""https://www.casemine.com/pricing"", ""https://www.casemine.com/terms-and-conditions"", ""https://www.casemine.com/privacy-policy"", ""https://www.casemine.com/privacy"", ""https://www.casemine.com/terms"", ""https://www.casemine.com/about-us"", ""https://www.casemine.com/ai"", ""https://www.casemine.com/amicus"", ""https://www.casemine.com/security"", ""https://www.casemine.com/trust"", ""https://www.casemine.com/dpa"", ""https://www.casemine.com/subprocessors""]",Not found on checked public vendor pages.
casemine-amicus.security.encryption_at_rest,casemine-amicus,CaseMine AMICUS AI,Gauge Data Solutions Pvt. Ltd. (CaseMine),security.encryption_at_rest,,not-found,,https://www.casemine.com/security,,2026-09-06,,"[""https://www.casemine.com/pricing"", ""https://www.casemine.com/terms-and-conditions"", ""https://www.casemine.com/privacy-policy"", ""https://www.casemine.com/privacy"", ""https://www.casemine.com/terms"", ""https://www.casemine.com/about-us"", ""https://www.casemine.com/ai"", ""https://www.casemine.com/amicus"", ""https://www.casemine.com/security"", ""https://www.casemine.com/trust"", ""https://www.casemine.com/dpa"", ""https://www.casemine.com/subprocessors""]",Not found on checked public vendor pages.
casemine-amicus.security.iso27001,casemine-amicus,CaseMine AMICUS AI,Gauge Data Solutions Pvt. Ltd. (CaseMine),security.iso27001,,not-found,,https://www.casemine.com/security,,2026-09-06,,"[""https://www.casemine.com/pricing"", ""https://www.casemine.com/terms-and-conditions"", ""https://www.casemine.com/privacy-policy"", ""https://www.casemine.com/privacy"", ""https://www.casemine.com/terms"", ""https://www.casemine.com/about-us"", ""https://www.casemine.com/ai"", ""https://www.casemine.com/amicus"", ""https://www.casemine.com/security"", ""https://www.casemine.com/trust"", ""https://www.casemine.com/dpa"", ""https://www.casemine.com/subprocessors""]",Not found on checked public vendor pages.
casemine-amicus.security.iso42001,casemine-amicus,CaseMine AMICUS AI,Gauge Data Solutions Pvt. Ltd. (CaseMine),security.iso42001,,not-found,,https://www.casemine.com/security,,2026-09-06,,"[""https://www.casemine.com/pricing"", ""https://www.casemine.com/terms-and-conditions"", ""https://www.casemine.com/privacy-policy"", ""https://www.casemine.com/privacy"", ""https://www.casemine.com/terms"", ""https://www.casemine.com/about-us"", ""https://www.casemine.com/ai"", ""https://www.casemine.com/amicus"", ""https://www.casemine.com/security"", ""https://www.casemine.com/trust"", ""https://www.casemine.com/dpa"", ""https://www.casemine.com/subprocessors""]",Not found on checked public vendor pages.
casemine-amicus.security.no_training_on_customer_data,casemine-amicus,CaseMine AMICUS AI,Gauge Data Solutions Pvt. Ltd. (CaseMine),security.no_training_on_customer_data,,not-found,,https://www.casemine.com/security,,2026-09-06,,"[""https://www.casemine.com/pricing"", ""https://www.casemine.com/terms-and-conditions"", ""https://www.casemine.com/privacy-policy"", ""https://www.casemine.com/privacy"", ""https://www.casemine.com/terms"", ""https://www.casemine.com/about-us"", ""https://www.casemine.com/ai"", ""https://www.casemine.com/amicus"", ""https://www.casemine.com/security"", ""https://www.casemine.com/trust"", ""https://www.casemine.com/dpa"", ""https://www.casemine.com/subprocessors""]",Not found on checked public vendor pages.
casemine-amicus.security.private_deployment,casemine-amicus,CaseMine AMICUS AI,Gauge Data Solutions Pvt. Ltd. (CaseMine),security.private_deployment,,not-found,,https://www.casemine.com/security,,2026-09-06,,"[""https://www.casemine.com/pricing"", ""https://www.casemine.com/terms-and-conditions"", ""https://www.casemine.com/privacy-policy"", ""https://www.casemine.com/privacy"", ""https://www.casemine.com/terms"", ""https://www.casemine.com/about-us"", ""https://www.casemine.com/ai"", ""https://www.casemine.com/amicus"", ""https://www.casemine.com/security"", ""https://www.casemine.com/trust"", ""https://www.casemine.com/dpa"", ""https://www.casemine.com/subprocessors""]",Not found on checked public vendor pages.
casemine-amicus.security.soc2,casemine-amicus,CaseMine AMICUS AI,Gauge Data Solutions Pvt. Ltd. (CaseMine),security.soc2,,not-found,,https://www.casemine.com/security,,2026-09-06,,"[""https://www.casemine.com/pricing"", ""https://www.casemine.com/terms-and-conditions"", ""https://www.casemine.com/privacy-policy"", ""https://www.casemine.com/privacy"", ""https://www.casemine.com/terms"", ""https://www.casemine.com/about-us"", ""https://www.casemine.com/ai"", ""https://www.casemine.com/amicus"", ""https://www.casemine.com/security"", ""https://www.casemine.com/trust"", ""https://www.casemine.com/dpa"", ""https://www.casemine.com/subprocessors""]",Not found on checked public vendor pages.
casemine-amicus.security.sso_saml,casemine-amicus,CaseMine AMICUS AI,Gauge Data Solutions Pvt. Ltd. (CaseMine),security.sso_saml,,not-found,,https://www.casemine.com/security,,2026-09-06,,"[""https://www.casemine.com/pricing"", ""https://www.casemine.com/terms-and-conditions"", ""https://www.casemine.com/privacy-policy"", ""https://www.casemine.com/privacy"", ""https://www.casemine.com/terms"", ""https://www.casemine.com/about-us"", ""https://www.casemine.com/ai"", ""https://www.casemine.com/amicus"", ""https://www.casemine.com/security"", ""https://www.casemine.com/trust"", ""https://www.casemine.com/dpa"", ""https://www.casemine.com/subprocessors""]",Not found on checked public vendor pages.
casemine-amicus.security.zero_retention,casemine-amicus,CaseMine AMICUS AI,Gauge Data Solutions Pvt. Ltd. (CaseMine),security.zero_retention,,not-found,,https://www.casemine.com/security,,2026-09-06,,"[""https://www.casemine.com/pricing"", ""https://www.casemine.com/terms-and-conditions"", ""https://www.casemine.com/privacy-policy"", ""https://www.casemine.com/privacy"", ""https://www.casemine.com/terms"", ""https://www.casemine.com/about-us"", ""https://www.casemine.com/ai"", ""https://www.casemine.com/amicus"", ""https://www.casemine.com/security"", ""https://www.casemine.com/trust"", ""https://www.casemine.com/dpa"", ""https://www.casemine.com/subprocessors""]",Not found on checked public vendor pages.
casepoint.accuracy.claim,casepoint,Casepoint (CaseAssist),Casepoint LLC,accuracy.claim,RAG answers from customer data with source citations; human judgment emphasized,stated,"""Retrieval-Augmented Generation (RAG) to pull answers directly from your data""",https://www.casepoint.com/generative-ai-solution/,,2026-09-06,,[],
casepoint.accuracy.method_published,casepoint,Casepoint (CaseAssist),Casepoint LLC,accuracy.method_published,yes,stated,"""Transparency logs document every AI decision""",https://www.casepoint.com/generative-ai-solution/,,2026-09-06,,[],
casepoint.contract.audit_rights,casepoint,Casepoint (CaseAssist),Casepoint LLC,contract.audit_rights,"annual audit available for customers paying annual fees over $250,000",stated,"""no more than once per calendar year, to monitor and/or audit""",https://www.casepoint.com/standard-terms-and-conditions/,,2026-09-06,,[],
casepoint.contract.dpa_available,casepoint,Casepoint (CaseAssist),Casepoint LLC,contract.dpa_available,yes,stated,"""Data Processing Addendum""",https://www.casepoint.com/standard-terms-and-conditions/,,2026-09-06,,[],Standard terms direct customers to the DPA/data-security URL.
casepoint.contract.governing_law,casepoint,Casepoint (CaseAssist),Casepoint LLC,contract.governing_law,District of Columbia,stated,"""interpreted in accordance with the laws of the District of Columbia""",https://www.casepoint.com/standard-terms-and-conditions/,,2026-09-06,,[],
casepoint.contract.liability_cap,casepoint,Casepoint (CaseAssist),Casepoint LLC,contract.liability_cap,fees paid under the applicable order in preceding six months,stated,"""fees paid by Customer to Casepoint under the applicable Order""",https://www.casepoint.com/standard-terms-and-conditions/,,2026-09-06,,[],
casepoint.contract.model_providers,casepoint,Casepoint (CaseAssist),Casepoint LLC,contract.model_providers,,not-found,,https://www.casepoint.com/standard-terms-and-conditions/,,2026-09-06,,"[""https://www.casepoint.com/legaldiscovery-platform/"", ""https://www.casepoint.com/pricing/"", ""https://www.casepoint.com/ediscovery-platform/data-security/"", ""https://www.casepoint.com/generative-ai-solution/"", ""https://www.casepoint.com/fedramp-security/"", ""https://www.casepoint.com/privacy-policy/"", ""https://www.casepoint.com/standard-terms-and-conditions/"", ""https://www.casepoint.com/security/"", ""https://www.casepoint.com/trust/"", ""https://www.casepoint.com/dpa/"", ""https://www.casepoint.com/subprocessors/"", ""https://www.casepoint.com/caseassist/""]",Not found on checked public vendor pages.
casepoint.contract.privacy_last_updated,casepoint,Casepoint (CaseAssist),Casepoint LLC,contract.privacy_last_updated,2025-04-24,stated,"""Last Updated: April 24, 2025""",https://www.casepoint.com/privacy-policy/,,2026-09-06,2025-04-24,[],
casepoint.contract.provider_data_use,casepoint,Casepoint (CaseAssist),Casepoint LLC,contract.provider_data_use,AI Inputs and Outputs are Customer Data; no product improvement/analytics/AI training without approval,stated,"""without Customer approval, improve Casepoint products or services""",https://www.casepoint.com/standard-terms-and-conditions/,,2026-09-06,,[],
casepoint.contract.subprocessors_published,casepoint,Casepoint (CaseAssist),Casepoint LLC,contract.subprocessors_published,,not-found,,https://www.casepoint.com/standard-terms-and-conditions/,,2026-09-06,,"[""https://www.casepoint.com/legaldiscovery-platform/"", ""https://www.casepoint.com/pricing/"", ""https://www.casepoint.com/ediscovery-platform/data-security/"", ""https://www.casepoint.com/generative-ai-solution/"", ""https://www.casepoint.com/fedramp-security/"", ""https://www.casepoint.com/privacy-policy/"", ""https://www.casepoint.com/standard-terms-and-conditions/"", ""https://www.casepoint.com/security/"", ""https://www.casepoint.com/trust/"", ""https://www.casepoint.com/dpa/"", ""https://www.casepoint.com/subprocessors/"", ""https://www.casepoint.com/caseassist/""]",Not found on checked public vendor pages.
casepoint.contract.terms_last_updated,casepoint,Casepoint (CaseAssist),Casepoint LLC,contract.terms_last_updated,,not-found,,https://www.casepoint.com/standard-terms-and-conditions/,,2026-09-06,,"[""https://www.casepoint.com/legaldiscovery-platform/"", ""https://www.casepoint.com/pricing/"", ""https://www.casepoint.com/ediscovery-platform/data-security/"", ""https://www.casepoint.com/generative-ai-solution/"", ""https://www.casepoint.com/fedramp-security/"", ""https://www.casepoint.com/privacy-policy/"", ""https://www.casepoint.com/standard-terms-and-conditions/"", ""https://www.casepoint.com/security/"", ""https://www.casepoint.com/trust/"", ""https://www.casepoint.com/dpa/"", ""https://www.casepoint.com/subprocessors/"", ""https://www.casepoint.com/caseassist/""]",Not found on checked public vendor pages.
casepoint.pricing.free_trial,casepoint,Casepoint (CaseAssist),Casepoint LLC,pricing.free_trial,,not-found,,https://www.casepoint.com/pricing/,,2026-09-06,,"[""https://www.casepoint.com/legaldiscovery-platform/"", ""https://www.casepoint.com/pricing/"", ""https://www.casepoint.com/ediscovery-platform/data-security/"", ""https://www.casepoint.com/generative-ai-solution/"", ""https://www.casepoint.com/fedramp-security/"", ""https://www.casepoint.com/privacy-policy/"", ""https://www.casepoint.com/standard-terms-and-conditions/"", ""https://www.casepoint.com/security/"", ""https://www.casepoint.com/trust/"", ""https://www.casepoint.com/dpa/"", ""https://www.casepoint.com/subprocessors/"", ""https://www.casepoint.com/caseassist/""]",Not found on checked public vendor pages.
casepoint.pricing.list_price,casepoint,Casepoint (CaseAssist),Casepoint LLC,pricing.list_price,,not-found,,https://www.casepoint.com/pricing/,,2026-09-06,,"[""https://www.casepoint.com/legaldiscovery-platform/"", ""https://www.casepoint.com/pricing/"", ""https://www.casepoint.com/ediscovery-platform/data-security/"", ""https://www.casepoint.com/generative-ai-solution/"", ""https://www.casepoint.com/fedramp-security/"", ""https://www.casepoint.com/privacy-policy/"", ""https://www.casepoint.com/standard-terms-and-conditions/"", ""https://www.casepoint.com/security/"", ""https://www.casepoint.com/trust/"", ""https://www.casepoint.com/dpa/"", ""https://www.casepoint.com/subprocessors/"", ""https://www.casepoint.com/caseassist/""]",Not found on checked public vendor pages.
casepoint.pricing.minimum_term,casepoint,Casepoint (CaseAssist),Casepoint LLC,pricing.minimum_term,,not-found,,https://www.casepoint.com/pricing/,,2026-09-06,,"[""https://www.casepoint.com/legaldiscovery-platform/"", ""https://www.casepoint.com/pricing/"", ""https://www.casepoint.com/ediscovery-platform/data-security/"", ""https://www.casepoint.com/generative-ai-solution/"", ""https://www.casepoint.com/fedramp-security/"", ""https://www.casepoint.com/privacy-policy/"", ""https://www.casepoint.com/standard-terms-and-conditions/"", ""https://www.casepoint.com/security/"", ""https://www.casepoint.com/trust/"", ""https://www.casepoint.com/dpa/"", ""https://www.casepoint.com/subprocessors/"", ""https://www.casepoint.com/caseassist/""]",Not found on checked public vendor pages.
casepoint.pricing.model,casepoint,Casepoint (CaseAssist),Casepoint LLC,pricing.model,enterprise,stated,"""We offer tailored pricing across our extensible platform""",https://www.casepoint.com/pricing/,,2026-09-06,,[],
casepoint.pricing.published,casepoint,Casepoint (CaseAssist),Casepoint LLC,pricing.published,no,not-found,,https://www.casepoint.com/pricing/,,2026-09-06,,"[""https://www.casepoint.com/legaldiscovery-platform/"", ""https://www.casepoint.com/pricing/"", ""https://www.casepoint.com/ediscovery-platform/data-security/"", ""https://www.casepoint.com/generative-ai-solution/"", ""https://www.casepoint.com/fedramp-security/"", ""https://www.casepoint.com/privacy-policy/"", ""https://www.casepoint.com/standard-terms-and-conditions/"", ""https://www.casepoint.com/security/"", ""https://www.casepoint.com/trust/"", ""https://www.casepoint.com/dpa/"", ""https://www.casepoint.com/subprocessors/"", ""https://www.casepoint.com/caseassist/""]",Pricing page says tailored pricing and demo; no concrete list price was published.
casepoint.pricing.seat_minimum,casepoint,Casepoint (CaseAssist),Casepoint LLC,pricing.seat_minimum,,not-found,,https://www.casepoint.com/pricing/,,2026-09-06,,"[""https://www.casepoint.com/legaldiscovery-platform/"", ""https://www.casepoint.com/pricing/"", ""https://www.casepoint.com/ediscovery-platform/data-security/"", ""https://www.casepoint.com/generative-ai-solution/"", ""https://www.casepoint.com/fedramp-security/"", ""https://www.casepoint.com/privacy-policy/"", ""https://www.casepoint.com/standard-terms-and-conditions/"", ""https://www.casepoint.com/security/"", ""https://www.casepoint.com/trust/"", ""https://www.casepoint.com/dpa/"", ""https://www.casepoint.com/subprocessors/"", ""https://www.casepoint.com/caseassist/""]",Not found on checked public vendor pages.
